Chapter,Section,VocabItem,Translation,PromptCategory,Frequency,PictureName
3,los lugares,el cine,movies,picture,1159,cine
3,los lugares,la ciudad,city,picture,197,ciudad
3,los lugares,el mar,sea,picture,645,mar
3,los lugares,el país,country/ nation,picture,133,pais
3,title,las descripciones,descriptions,MC,0,null
3,las descripciones,caliente,hot,El opuesto de frío.,1793,null
3,las descripciones,fabuloso/a,favulous/ great,MC,3596,null
3,las descripciones,frío/a,cold,El opuesto de caliente.,907,null
3,las descripciones,frito/a,fried,MC,0,null
3,title,verbos,verbs,MC,0,null
3,verbos,alquilar,to rent,MC,3761,null
3,verbos,bajar,to download,MC,569,null
3,verbos,cantar,to sing,MC,1124,null
3,verbos,celebrar,to celebrate,MC,1059,null
3,verbos,cenar,to have dinner,MC,3261,null
3,verbos,descansar,to rest,MC,1257,null
3,verbos,hacer,to do,MC,25,null
3,verbos,hacer la cama,to make the bed,MC,1185,null
3,verbos,ir,to go,MC,30,null
3,verbos,nadar,to swim,MC,3050,null
3,verbos,oír,to hear,MC,263,null
3,verbos,poner,to put,MC,77,null
3,verbos,poner la mesa,to set the table,Preparar para comer.,461,null
3,verbos,poner una película,to show a movie,MC,826,null
3,verbos,salir,to leave,MC,111,null
3,verbos,tocar (un instrumento),to play (an instrument),MC,813,null
3,verbos,tomar el sol,to sunbathe,MC,686,null
3,verbos,traer,to bring,MC,289,null
3,title,expreciones con por,expressions with por,MC,0,null
3,expreciones con por,por ciento,percent,MC,300,null
3,expreciones con por,por ejemplo,for example,MC,162,null
3,expreciones con por,por eso,for this reason,MC,63,null
3,expreciones con por,por fin,at last,MC,156,null
3,expreciones con por,por lo menos,at least,MC,98,null
3,expreciones con por,por supuesto,of course,MC,511,null
3,title,en un café o restaurante,in a coffee shop or restaurant,MC,0,null
3,en un café o restaurante,la aceituna,olive,picture,0,aceituna
3,en un café o restaurante,el agua,water,picture,194,agua
3,en un café o restaurante,el almuerzo,lunch,La comida en el medio del día.,3104,null
3,en un café o restaurante,al arroz,rice,picture,3130,arroz
3,en un café o restaurante,la bebida,drink,Una cosa para beber.,2828,null
3,en un café o restaurante,el bistec,steak,picture,0,bistec
3,en un café o restaurante,el café,coffee,picture,1250,cafe
3,en un café o restaurante,la cena,dinner/ supper,La comida al final del día.,2971,null
3,en un café o restaurante,el cereal,cereal,picture,0,cereal
3,en un café o restaurante,la cerveza,beer,picture,3134,cerveza
3,en un café o restaurante,el ceviche,dish of marinated raw fish,picture,0,ceviche
3,en un café o restaurante,la comida,food; meal; dinnner; supper,MC,873,null
3,en un café o restaurante,el desayuno,breakfast,La comida en la mañana.,3157,null
3,en un café o restaurante,la ensalada,salad,picture,0,ensalada
3,en un café o restaurante,los espaguetis/los tallarines,spaghetti,picture,0,espaguetis
3,en un café o restaurante,los frijoles,beans,picture,0,frijoles
3,en un café o restaurante,la fruta,fruit,picture,1701,fruta
3,en un café o restaurante,la hamburguesa,hamburger,picture,0,hamburguesa
3,en un café o restaurante,el helado,ice cream,picture,2987,helado
3,en un café o restaurante,el huevo,egg,picture,1900,huevo
3,en un café o restaurante,el jamón,ham,picture,0,jamon
3,en un café o restaurante,el jugo,juice,picture,3712,jugo
3,en un café o restaurante,la leche,milk,picture,1334,leche
3,en un café o restaurante,la lechuga,lettuce,picture,0,lechuga
3,en un café o restaurante,la naranja,orange,picture,2950,naranja
3,en un café o restaurante,el pan tostado/la tostada,toast,picture,0,pan tostado
3,en un café o restaurante,la papa,potato,picture,2669,papa
3,en un café o restaurante,las papas fritas,French fries,picture,0,papas fritas
3,en un café o restaurante,el pescado,fish,picture,2584,pescado
3,en un café o restaurante,el pollo,chicken,picture,3231,pollo
3,en un café o restaurante,el queso,cheese,picture,3182,queso
3,en un café o restaurante,el refresco,soda/ soft drink,picture,0,refresco
3,en un café o restaurante,el sándwich,sandwich,picture,0,sandwich
3,en un café o restaurante,la sopa,soup,picture,3795,sopa 
3,en un café o restaurante,el té,tea,picture,2145,te
3,en un café o restaurante,el tomate,tomato,picture,3920,tomate
3,en un café o restaurante,el vegetal/la verdura,vegetable,picture,3304,vegetal
3,en un café o restaurante,el vino,wine,picture,917,vino
3,title,palabras y expresiones útiles,useful words and expressions,MC,0,null
3,palabras y expresiones útiles,¿adónde?,where (to)?,MC,3926,null
3,palabras y expresiones útiles,al (contraction of a + el),to the,MC,5,null
3,palabras y expresiones útiles,¡Claro!,of course!,MC,259,null
3,palabras y expresiones útiles,cerca de,close to/ near,MC,391,null
3,palabras y expresiones útiles,después/ luego,after/ later,MC,87,null
3,palabras y expresiones útiles,durante,during,Sinónimo de mientras.,148,null
3,palabras y expresiones útiles,¡estupendo!,fabulous!,MC,3478,null
3,palabras y expresiones útiles,felicidades,congratulations,MC,1892,null
3,palabras y expresiones útiles,mientras,while,Sinónimo de durante.,154,null
3,palabras y expresiones útiles,otro/a,other/ another,MC,31,null
3,palabras y expresiones útiles,¿qué te parece?,what do you think?,MC,81,null
3,palabras y expresiones útiles,si,if,MC,34,null
3,title,expesiones que indican un tiempo futuro,expressions that denote future time,MC,0,null
3,expesiones que indican un tiempo futuro,después,afterward,Sinónimo de más tarde.,87,null
3,expesiones que indican un tiempo futuro,más tarde,later,Sinónimo de después.,242,null
3,expesiones que indican un tiempo futuro,esta noche,tonight,MC,196,null
3,expesiones que indican un tiempo futuro,mañana,tomorrow,El día después de hoy.,401,null
3,expesiones que indican un tiempo futuro,pasado mañana,the day after tomorrow,El día después de mañana.,445,null
3,expesiones que indican un tiempo futuro,la próxima semana,next week,La semana después de esta semana.,440,null
3,expesiones que indican un tiempo futuro,el próximo mes/año,next month/year,El mes/año después de este mes/año.,440,null
3,title,los números,numbers,MC,0,null
3,los números,cien/ciento,one hundred,100,0,null
3,los números,doscientos/as,two hundred,200,2344,null
3,los números,trescientos/as,three hundred,300,3341,null
3,los números,cuatrocientos/as,four hundred,400,0,null
3,los números,quinientos/as,five hundred,500,3426,null
3,los números,seiscientos/as,six hundred,600,0,null
3,los números,setecientos/as,seven hundred,700,0,null
3,los números,ochocientos/as,eight hundred,800,0,null
3,los números,novecientos/as,nine hundred,900,0,null
3,los números,mil,one thousand,1000,217,null
3,los números,mil cien,one thousand ten,1010,0,null
3,los números,dos mil,two thousand,2000,56,null
3,los números,diez mil,ten thousand,10000,346,null
3,los números,cien mil,one hundred thousand,100000,0,null
3,los números,ciento cincuenta mil,one hundred fifty thousand,150000,300,null
3,los números,quinientos mil,five hundred thousand,500000,3426,null
3,los números,un millón (de),one million,1000000,523,null
3,los números,dos millones (de),two million,2000000,523,null
4,title,la familia,family,MC,0,null
4,la familia,la abuela,grandmother,La mamá de mi mamá.,2408,null
4,la familia,el abuelo,grandfather,El papá de mi papá.,1740,null
4,la familia,la esposa,wife,Después de ser novia.,951,null
4,la familia,el esposo,husband,Después de ser novio.,2676,null
4,la familia,la hermana,sister,La hija de mis padres.,1256,null
4,la familia,el hermano,brother,El hijo de mis padres.,539,null
4,la familia,la hija,daughter,La hermana de mi hijo.,715,null
4,la familia,el hijo,son,El hermano de mi hija.,166,null
4,la familia,la madrastra,stepmother,La esposa nueva de mi papá.,0,null
4,la familia,la madre,mother,Sinónimo de mamá.,278,null
4,la familia,la mamá,mom,Sinónimo de madre.,2286,null
4,la familia,la media hermana,half-sister,La hija de uno de mis padres.,1256,null
4,la familia,el medio hermano,half-brother,El hijo de uno de mis padres.,539,null
4,la familia,la nieta,granddaughter,La hija de mi hija.,2615,null
4,la familia,el nieto,grandson,El hijo de mi hijo.,2615,null
4,la familia,el niño/la niña,child,Una persona pequeña.,178,null
4,la familia,la novia,fiancée; girlfriend,Antes de ser esposa.,2726,null
4,la familia,el novio,fiancé; boyfriend,Antes de ser esposo.,2730,null
4,la familia,el padrastro,stepfather,El esposo nuevo de mi mamá.,0,null
4,la familia,el padre,father,Sinónimo de papá.,182,null
4,la familia,los padres,parents,Mi mamá y papá.,182,null
4,la familia,el papá,dad,Sinónimo de padre.,2281,null
4,la familia,el pariente,relative,Una persona en mi familia.,2297,null
4,la familia,el primo/la prima,cousin,Hijo/hija de mi tío.,1860,null
4,la familia,la sobrina,niece,La hija de mi hermana.,3593,null
4,la familia,el sobrino,nephew,El hijo de mi hermano.,3593,null
4,la familia,la tía,aunt,La hermana de mi mamá.,2199,null
4,la familia,el tío,uncle,El hermano de mi papá.,1755,null
4,title,las descripciones,descriptions,MC,0,null
4,las descripciones,casado/a,married,Una persona que tiene esposa/o.,1830,null
4,las descripciones,divorciado/a,divorced,Una persona que no tiene esposa/o ahora.,0,null
4,las descripciones,gemelo/a,twin,Dos hermanos con el mismo cumpleaños.,0,null
4,las descripciones,ocupado/a,busy,Cuando una persona no tiene tiempo libre.,1601,null
4,title,verbos,verbs,MC,0,null
4,verbos,acostar(se) (ue),to put to bed; to go to bed,El opuesto de levantarse.,3077,null
4,verbos,afeitar(se),to shave; to shave (oneself),picture,0,afeitarse
4,verbos,almorzar (ue),to have lunch,Comer al mediodía.,3820,null
4,verbos,ayudar,to help,MC,345,null
4,verbos,bañar(se),to bathe; to take a bath,picture,3224,banarse
4,verbos,casar(se),to get married,MC,1105,null
4,verbos,cerrar (ie),to close,MC,454,null
4,verbos,conectar(se),to connect to,MC,3084,null
4,verbos,costar (ue),to cost,MC,626,null
4,verbos,decir (g/ i),to say/ to tell,Sinónimo de hablar.,28,null
4,verbos,dedicar,to dedicate,MC,415,null
4,verbos,desayunar,to have breakfast,Comer en la mañana.,4588,null
4,verbos,despertar(se) (ie),to wake (someone up); to wake up,El opuesto de dormirse.,734,null
4,verbos,dormir (ue) la siesta,to take a nap,Dormir un poco durante el día.,4176,null
4,verbos,dormir(se) (ue),to sleep; to fall asleep,El opuesto de despertarse.,857,null
4,verbos,duchar(se),to give a shower to; to take a shower,picture,0,ducharse
4,verbos,empezar (ie),to begin/ to start,El opuesto de terminar.,161,null
4,verbos,encontrar (ue),to find,Después de buscar.,100,null
4,verbos,entender (ie),to understand,Sinónimo de comprender,203,null
4,verbos,llamar(se),to call; to be called,MC,104,null
4,verbos,hacer,to do,MC,25,null
4,verbos,jugar (ue),to play (a game/ sport),MC,355,null
4,verbos,lavar(se),to wash (oneself),picture,1762,lavarse
4,verbos,levantar(se),to raise; to get up,El opuesto de acostarse.,372,null
4,verbos,maquillar(se),to put makeup on (someone); to put makeup on (oneself),picture,0,maquillarse
4,verbos,pasar,to spend (time),MC,67,null
4,verbos,pasear,to take a walk/ to stroll,Sinónimo de caminar.,1985,null
4,verbos,pedir (i),to ask for; to order,MC,204,null
4,verbos,peinar(se),to comb (someone´s hair); to comb (one´s hair),picture,0,peinarse
4,verbos,pensar (ie),to think,MC,106,null
4,verbos,pensar (ie) + infinitive,to plan to + verb,MC,106,null
4,verbos,poder (ue),to be able to/ can,MC,428,null
4,verbos,poner(se) (g) la ropa,to put one´s clothes on,El opuesto de quitarse la ropa.,77,null
4,verbos,preferir (ie),to prefer,MC,541,null
4,verbos,querer (ie),to want,Sinónimo de desear.,57,null
4,verbos,quitar(se),to take away; to take off,El opuesto de ponerse.,669,null
4,verbos,repetir (i),to repeat,Hacer algo muchas veces.,382,null
4,verbos,secar(se),to dry (oneself),picture,2496,secarse
4,verbos,seguir (i),to follow/ to go on,MC,97,null
4,verbos,sentarse (ie),to sit down,MC,710,null
4,verbos,sentir(se) (ie),to feel,MC,3690,null
4,verbos,servir (i),to serve,MC,226,null
4,verbos,tener (g/ ie),to have,MC,18,null
4,verbos,terminar,to finish,El opuesto de empezar.,219,null
4,verbos,venir (g/ ie),to come,MC,105,null
4,verbos,vestir(se) (i),to dress; to get dressed,Sinónimo de ponerse la ropa.,1317,null
4,verbos,visitar,to visit,MC,834,null
4,verbos,volver (ue),to return,MC,112,null
4,title,palabras y expreciones útiles,useful words and expressions,MC,0,null
4,palabras y expreciones útiles,el bautizo,baptism/ christening,MC,0,null
4,palabras y expreciones útiles,la foto(grafía),photo(graph),picture,2054,foto
4,palabras y expreciones útiles,frecuentemente,frequently/ often,MC,3753,null
4,palabras y expreciones útiles,juntos/as,together,MC,378,null
4,palabras y expreciones útiles,el/la mayor,the oldest,El opuesto del menor.,138,null
4,palabras y expreciones útiles,el matrimonio,marriage,MC,1109,null
4,palabras y expreciones útiles,el/la menor,the youngest,El opuesto del mayor.,334,null
4,palabras y expreciones útiles,tarde,late,El opuesto de temprano,242,null
4,palabras y expreciones útiles,temprano,early,El opuesto de tarde.,1200,null
4,palabras y expreciones útiles,un poco,a little,El opuesto de mucho.,74,null
4,title,expresiones de tiempo,time expressions,MC,0,null
4,expresiones de tiempo,primero,first,El opuesto de último.,60,null
4,expresiones de tiempo,luego,later,MC,132,null
4,expresiones de tiempo,poco después,a little later,MC,87,null
4,expresiones de tiempo,más tarde,later,MC,242,null
4,expresiones de tiempo,por último,lastly,MC,139,null
4,title,otras expresiones con pensar,other expressions with pensar,MC,0,null
4,otras expresiones con pensar,pensar en,to think about (someone/ something),MC,106,null
4,otras expresiones con pensar,pensar de,to ask for an opinion,MC,106,null
4,otras expresiones con pensar,pensar que,to answer with an opinion,MC,106,null
4,title,expresiones con hacer,expressions with hacer,MC,0,null
4,expresiones con hacer,hace + length of time + que + present tense,to say that an action/state began in the past and continues into the present,MC,25,null
4,expresiones con hacer,¿cuánto tiempo + hace que + present tense?,how long has/have (subject) been (activity)?,MC,68,null
5,title,la arquitectura,architecture,MC,0,null
5,la arquitectura,el alquiler,rent,El dinero para vivir en un apartamento.,3733,null
5,la arquitectura,el apartamento,apartment,Un lugar para vivir en un edificio grande.,0,null
5,la arquitectura,el edificio,building,MC,717,null
5,la arquitectura,el estilo,style,MC,707,null
5,la arquitectura,la vivienda,housing,MC,1600,null
5,title,en el baño,in the bathroom,MC,0,null
5,en el baño,la bañera,bathtub,picture,0,banera
5,en el baño,la ducha,shower,picture,0,ducha
5,en el baño,las cortinas,curtains,picture,3630,cortinas
5,en el baño,el inodoro,toilet,picture,0,inodoro
5,en el baño,el jabón,soap,picture,0,jabon
5,en el baño,el lavabo,bathroom sink,picture,0,lavabo
5,en el baño,la toalla,towel,picture,4967,toalla
5,title,en una casa,in a home,MC,0,null
5,en una casa,el aire acondicionado,air conditioning,picture,0,aire acondicionado
5,en una casa,el armario,closet/ armoire,picture,0,armario
5,en una casa,el baño,bathroom,picture,1789,bano
5,en una casa,la basura,garbage/ trash,picture,2594,basura
5,en una casa,la calefacción,heating,Una cosa para tener más calor en un edificio.,0,null
5,en una casa,la chimenea,fireplace,picture,4415,chimenea
5,en una casa,la cocina,kitchen,picture,1673,cocina
5,en una casa,el comedor,dining room,picture,3021,comedor
5,en una casa,el cuarto,room; bedroom,picture,655,cuarto
5,en una casa,la escalera,stairs,picture,2595,escalera
5,en una casa,el garaje,garage,picture,0,garaje
5,en una casa,la habitación,bedroom,Sinónimo de cuarto.,1610,null
5,en una casa,la lavandería,laundry room,picture,0,lavanderia
5,en una casa,el pasillo,corridor/ hall,picture,2666,pasillo
5,en una casa,la piscina,swimming pool,picture,4653,piscina
5,en una casa,el piso,floor; apartment,MC,797,null
5,en una casa,la planta baja,first floor/ ground floor,MC,711,null
5,en una casa,la sala,living room,picture,811,sala
5,en una casa,la terraza,deck/ balcony,picture,4074,terraza
5,title,los muebles y accesorios,furniture and accessories,MC,0,null
5,los muebles y accesorios,la alfombra,carpet/ rug,picture,3158,alfombra
5,los muebles y accesorios,la butaca,armchair,picture,0,butaca
5,los muebles y accesorios,la cama,bed,picture,1185,cama
5,los muebles y accesorios,la cómoda,dresser,picture,0,comoda
5,los muebles y accesorios,la cortina,curtain,picture,3630,cortina
5,los muebles y accesorios,el cuadro,picture/ painting,picture,779,cuadro
5,los muebles y accesorios,el espejo,mirror,picture,1730,espejo
5,los muebles y accesorios,la lámpara,lamp,picture,3347,lampara
5,los muebles y accesorios,la mesa,table,picture,461,mesa
5,los muebles y accesorios,la silla,chair,picture,1307,silla
5,los muebles y accesorios,el sofá,sofa,picture,0,sofa
5,title,los electrodomésticos,appliances,MC,0,null
5,los electrodomésticos,la aspiradora,vacuum cleaner,picture,0,aspiradora
5,los electrodomésticos,el lavaplatos,dishwasher,picture,0,lavaplatos
5,los electrodomésticos,el (horno de) microondas,microwave (oven),picture,0,microondas
5,los electrodomésticos,el/la radio,radio,picture,824,radio
5,los electrodomésticos,el refrigerador,refrigerator,picture,0,refrigerador
5,title,expresiones con tener,expressions with tener,MC,0,null
5,expresiones con tener,tener calor,to be hot,picture,989,tener calor
5,expresiones con tener,tener cuidado,to be careful,MC,754,null
5,expresiones con tener,tener frío,to be cold,picture,907,tener frio
5,expresiones con tener,tener hambre,to be hungry,picture,1204,tener hambre
5,expresiones con tener,tener miedo,to be afraid,picture,450,tener miedo
5,expresiones con tener,tener prisa,to be in a hurry,picture,3253,tener prisa
5,expresiones con tener,tener razón,to be right,MC,212,null
5,expresiones con tener,tener sed,to be thirsty,picture,3080,tener sed
5,expresiones con tener,tener sueño,to be sleepy,picture,583,tener sueno
5,expresiones con tener,tener suerte,to be lucky,MC,725,null
5,title,en la cocina,in the kitchen,MC,0,null
5,en la cocina,la estufa,stove,picture,0,estufa
5,en la cocina,el fregadero,kitchen sink,picture,0,fregadero
5,en la cocina,el plato,dish/ plate,picture,1836,plato
5,title,palabras útiles,useful words,MC,0,null
5,palabras útiles,la desventaja,disadvantage,El opuesto de una ventaja.,0,null
5,palabras útiles,el trabajo,work,La cosa que hacemos para ganar dinero.,145,null
5,palabras útiles,la ventaja,advantage,El opuesto de una desventaja.,1226,null
5,palabras útiles,la vista,view,MC,310,null
5,title,en el jardín,in the garden,MC,0,null
5,en el jardín,la barbacoa,barbecue pit; barbecue (event),picture,0,barbacoa
5,en el jardín,el césped,lawn,picture,0,cesped
5,en el jardín,la hoja,leaf,picture,1000,hoja
5,title,los lugares,places,MC,0,null
5,los lugares,las afueras,outskirts,El lugar lejos del centro.,4225,null
5,los lugares,el barrio,neighborhood,Un lugar con muchas casas.,1146,null
5,los lugares,la calle,street,picture,248,calle
5,los lugares,el centro,downtown/ center,El lugar en el centro de la ciudad.,339,null
5,los lugares,cerca (de),near/ close (to),El opuesto de lejos.,391,null
5,los lugares,lejos (de),far (from),El opuesto de cerca.,469,null
5,los lugares,la zona,area,MC,449,null
5,title,los números ordinales,ordinal numbers,MC,0,null
5,los números ordinales,primero/primer,first,.../ segundo/ tercero,60,null
5,los números ordinales,segundo,second,primero/ .../ tercero,243,null
5,los números ordinales,tercero/tercer,third,segundo/ .../ cuarto,394,null
5,los números ordinales,cuarto,fourth,tercero/ .../ quinto,655,null
5,los números ordinales,quinto,fifth,cuarto/ .../ sexto,1179,null
5,los números ordinales,sexto,sixth,quinto/ .../ séptimo,3140,null
5,los números ordinales,séptimo,seventh,sexto/ .../ octavo,0,null
5,los números ordinales,octavo,eighth,séptimo/ .../ noveno,0,null
5,los números ordinales,noveno,ninth,octavo/ .../ décimo,0,null
5,los números ordinales,décimo,tenth,octavo/ noveno/ ...,3355,null
5,title,las descripciones,descriptions,MC,0,null
5,las descripciones,limpio/a,clean,El opuesto de sucio.,1397,null
5,las descripciones,ordenado/a,tidy,MC,2417,null
5,las descripciones,seco/a,dry,MC,1178,null
5,las descripciones,sucio/a,dirty,El opuesto de limpio.,1994,null
5,title,para la cama,for the bed,MC,0,null
5,para la cama,la almohada,pillow,picture,4939,almohada
5,para la cama,la manta,blanket,picture,4063,manta
5,para la cama,la sábana,sheet,picture,3859,sabana
5,title,verbos,verbs,MC,0,null
5,verbos,barrer,to sweep,picture,3156,barrer
5,verbos,cocinar,to cook,picture,3372,cocinar
5,verbos,creer,to believe,MC,91,null
5,verbos,doblar,to fold,Preparar la ropa para la cómoda.,1981,null
5,verbos,lavar,to wash,Limpiar con agua.,1762,null
5,verbos,limpiar,to clean,Para no tener un lugar sucio.,1537,null
5,verbos,ordenar,to tidy up,Sinónimo de organizar.,1167,null
5,verbos,pasar la aspiradora,to vacuum,picture,67,pasar la aspiradora
5,verbos,planchar,to iron,picture,0,planchar
5,verbos,recoger (j),to pick up,MC,634,null
5,verbos,sacar,to take out,picture,228,sacar
5,verbos,secar,to dry,Quitar el agua.,2496,null
5,verbos,tender (ie),to hang (clothes),picture,727,tender la ropa
5,title,electronic items,cosas electrónicas,MC,0,null
5,electronic items,el cargador,charger,picture,0,cargador
5,electronic items,la consola de videojuegos,games console,picture,0,consola
5,electronic items,la impresora,printer,picture,0,impresora
6,title,los accesorios,accessories,MC,0,null
6,los accesorios,al anillo,ring,picture,3150,anillo
6,los accesorios,el arete,earring,picture,0,arete
6,los accesorios,la billetera,wallet,picture,0,billetera
6,los accesorios,la bolsa/el bolso,purse,picture,1915,bolsa
6,los accesorios,la bufanda,scarf,picture,0,bufanda
6,los accesorios,el cinturón,belt,picture,3922,cinturon
6,los accesorios,el collar,necklace,picture,4197,collar
6,los accesorios,las gafas de sol,sunglasses,picture,0,gafas de sol
6,los accesorios,la gorra,cap,picture,0,gorra
6,los accesorios,el guante,glove,picture,3392,guante
6,los accesorios,la joya,piece of jewelry,MC,2698,null
6,los accesorios,el pañuelo,handkerchief,picture,3900,panuelo
6,los accesorios,el paraguas,umbrella,picture,0,paraguas
6,los accesorios,la pulsera,bracelet,picture,0,pulsera
6,los accesorios,el sombrero,hat,picture,2899,sombrero
6,title,diseños,designs,MC,0,null
6,diseños,de color entero,solid,picture,760,color entero
6,diseños,de cuadros,plaid,picture,779,cuadros
6,diseños,de lunares,dots,picture,0,lunares
6,diseños,de rayas,stripes,picture,3249,rayas
6,title,las compras,shopping,MC,0,null
6,las compras,el almacén,department store; warehouse,Un lugar muy grande para comprar.,2455,null
6,las compras,el centro comercial,shopping center,Un lugar con muchos lugares para comprar.,1253,null
6,las compras,el escaparate,store window,Una ventana en una tienda.,4725,null
6,las compras,el mercado,market,Un lugar pequeño para comprar.,609,null
6,las compras,el precio,price,Cuanto cuesta.,708,null
6,las compras,la rebaja,sale,MC,0,null
6,las compras,el regalo,present,picture,2067,regalo
6,las compras,el supermercado,supermarket,Un lugar para comprar comida.,0,null
6,las compras,la tarjeta de crédito,credit card,picture,2309,tarjeta de credito
6,las compras,la tienda,store,Un lugar normal para comprar de tamaño normal.,1650,null
6,title,la ropa,clothes,MC,0,null
6,la ropa,el abrigo,coat,picture,2996,abrigo
6,la ropa,la bata,robe,picture,0,bata
6,la ropa,la blusa,blouse,picture,0,blusa
6,la ropa,las botas,boots,picture,2735,botas
6,la ropa,los calcetines,socks,picture,0,calcetines
6,la ropa,el calzado,footwear,MC,0,null
6,la ropa,los calzoncillos,boxer shorts,picture,0,calzoncillos
6,la ropa,la camisa,shirt,picture,2443,camisa
6,la ropa,la camisa de manga corta,short sleeve shirt,picture,3266,camisa de manga corta
6,la ropa,la camiseta,T-shirt,picture,4427,camiseta
6,la ropa,el camisón,nightgown,picture,0,camison
6,la ropa,la chaqueta,jacket,picture,4372,chaqueta
6,la ropa,la corbata,tie,picture,3238,corbata
6,la ropa,la falda,skirt,picture,3143,falda
6,la ropa,el impermeable,raincoat,picture,0,impermeable
6,la ropa,las medias,stockings/ socks,picture,0,medias
6,la ropa,los pantalones,pants,picture,2489,pantalones
6,la ropa,los pantalones cortos,shorts,picture,2489,pantalones cortos
6,la ropa,las pantimedias,pantyhose,picture,0,pantimedias
6,la ropa,el/la piyama,pajamas,picture,0,piyama
6,la ropa,la ropa interior,underwear,MC,614,null
6,la ropa,el saco,blazer/ jacket,picture,2798,saco
6,la ropa,las sandalias,sandals,picture,0,sandalias
6,la ropa,el sostén,bra,picture,0,sosten
6,la ropa,la sudadera,sweatshirt; jogging suit,picture,0,sudadera
6,la ropa,el suéter,sweater,picture,0,sueter
6,la ropa,el traje,suit,picture,1710,traje
6,la ropa,el traje de baño,bathing suit,picture,1710,traje de bano
6,la ropa,los vaqueros/los jeans,jeans,picture,0,vaqueros
6,la ropa,el vestido,dress,picture,1870,vestido
6,la ropa,las zapatillas,slippers,picture,0,zapatillas
6,la ropa,las zapatillas de deporte,tennis shoes,picture,2019,zapatillas de deporte
6,la ropa,los zapatos,shoes,picture,1932,zapatos
6,la ropa,los zapatos de tacón,high-heeled shoes,picture,0,zapatos de tacon
6,title,palabras y expresiones útiles,useful words and expressions,MC,0,null
6,palabras y expresiones útiles,la artesanía,handicrafts,MC,0,null
6,palabras y expresiones útiles,la cosa,thing,MC,78,null
6,palabras y expresiones útiles,el cuero,leather,MC,2848,null
6,palabras y expresiones útiles,el dinero,money,picture,291,dinero
6,palabras y expresiones útiles,en efectivo,in cash,MC,1820,null
6,palabras y expresiones útiles,¿En qué puedo servirle(s)?,How may I help you?,MC,226,null
6,palabras y expresiones útiles,enseguida,immediately,MC,2707,null
6,palabras y expresiones útiles,estar de moda,to be fashionable,Muy popular.,1180,null
6,palabras y expresiones útiles,ir de compras,to go shopping,Sinónimo de comprar.,1374,null
6,palabras y expresiones útiles,el juguete,toy,picture,2672,juguete
6,palabras y expresiones útiles,Me gustaría...,I would like...,MC,353,null
6,palabras y expresiones útiles,la talla,size (clothes),MC,4330,null
6,palabras y expresiones útiles,el tamaño,size,MC,776,null
6,title,telas,fabrics,MC,0,null
6,telas,el algodón,cotton,MC,3613,null
6,telas,la lana,wool,MC,3060,null
6,telas,el poliéster,polyester,MC,0,null
6,telas,la seda,silk,MC,3271,null
6,title,verbos,verbs,MC,0,null
6,verbos,caer bien/mal,to be liked (or not),MC,245,null
6,verbos,calzar,to wear (shoes),Sinónimo de llevar zapatos.,4414,null
6,verbos,cambiar,to change/ to exchange,MC,246,null
6,verbos,dar,to give/ to hand,MC,39,null
6,verbos,encantar,to delight/ to love,Más fuerte que gustar.,2859,null
6,verbos,encontrar (ue),to find,Después de buscar.,100,null
6,verbos,entrar (en),to go in/ to enter,El opuesto de salir.,179,null
6,verbos,fascinar,to fascinate/ to be pleasing to,Más fuerte que interesar.,4854,null
6,verbos,gastar,to spend,MC,1526,null
6,verbos,gustar,to be pleasing to/ to like,No tan fuerte como encantar.,353,null
6,verbos,interesar,to interest,No tan fuerte como fascinar.,448,null
6,verbos,llevar,to wear/ to take,MC,93,null
6,verbos,mostrar (ue),to show,MC,392,null
6,verbos,pagar,to pay (for),Usar dinero para comprar.,342,null
6,verbos,parecer (zc),to seem,MC,81,null
6,verbos,prestar,to lend,MC,767,null
6,verbos,probarse (ue),to try on,MC,911,null
6,verbos,quedar,to fit; to be left over,MC,89,null
6,verbos,regalar,to give (a present),Dar un regalo.,1528,null
6,verbos,regatear,to haggle,MC,0,null
6,verbos,valer,to be worth,MC,387,null
6,verbos,vender,to sell,MC,526,null
6,title,expresiones de tiempo,time expressions,MC,0,null
6,expresiones de tiempo,anoche,last night,La noche antes de hoy.,3418,null
6,expresiones de tiempo,anteayer,the day before yesterday,El día antes de ayer.,0,null
6,expresiones de tiempo,ante(a)noche,the night before last,La noche antes de anoche.,0,null
6,expresiones de tiempo,el año/mes pasado,last year/month,El año/mes antes de este año/mes.,445,null
6,expresiones de tiempo,ayer,yesterday,El día antes de hoy.,1112,null
6,expresiones de tiempo,hace un día/mes/año (que),it has been a day/month/year since,MC,25,null
6,expresiones de tiempo,una semana atrás,a week ago,MC,483,null
6,expresiones de tiempo,la semana pasada,last week,La semana antes de esta semana.,445,null
6,title,las estaciones del año,seasons of the year,MC,0,null
6,las estaciones del año,el invierno,winter,picture,1340,invierno
6,las estaciones del año,el otoño,fall,picture,3357,otono
6,las estaciones del año,la primavera,spring,picture,2325,primavera
6,las estaciones del año,el verano,summer,picture,893,verano
6,las descripciones,las descripciones,descriptions,MC,0,null
6,las descripciones,ancho/a,wide,El opuesto de estrecho.,1720,null
6,las descripciones,barato/a,inexpensive/ cheap,El opuesto de caro.,1470,null
6,las descripciones,caro/a,expensive,El opuesto de barato.,1876,null
